dataset;num_classes;arch;attack_type;pruning_rates;;;batch_size;wm_batch_size;;;optim;sched;;;save_file;;method;eps;;cuda;pruning_rate;test_acc;wm_acc;attack_time;;;;
mnist;10;simplenet_mnist;transfer-learning;[0.1];1.00E-05;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;False;False;False;cuda:1;26.55248451;98.95833588;100;2.867468224;61;1004.033843
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.0001;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;False;True;False;cuda:1;99.10857391;72.90665436;80;0.025982065;46;2098.396772
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.0001;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;False;False;False;cuda:1;67.64823914;30.79927826;33;1.010586724;59;1808.050968
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.001;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;False;True;False;cuda:1;99.46915436;61.23797989;53;0.016646201;12;1496.280403
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.001;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;False;False;False;cuda:1;76.20191956;30.54887772;33;0.76961546;82;2375.529965
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.01;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;False;True;False;cuda:1;99.65945435;24.43910217;12;0.020739863;34;2451.518003
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.01;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;False;False;False;cuda:1;80.65905762;30.49879837;30;0.646736431;75;2173.093429
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.1;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;False;True;False;cuda:1;99.609375;16.12580109;8;0.014426193;27;2135.748378
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.1;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;False;False;False;cuda:1;80.95953369;30.46875;30;0.621476765;21;951.7927454
mnist;10;simplenet_mnist;transfer-learning;[0.1];1.00E-06;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon1_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;False;True;False;cuda:1;81.39022064;98.96834564;100;0.764050259;92;5046.349058
mnist;10;simplenet_mnist;transfer-learning;[0.1];1.00E-06;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon1_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;False;False;False;cuda:1;19.49118614;99.45913696;100;4.993394785;30;1154.908142
mnist;10;simplenet_mnist;transfer-learning;[0.1];1.00E-05;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon1_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;False;True;False;cuda:1;97.6462326;89.40304565;90;0.086041366;74;4239.806193
mnist;10;simplenet_mnist;transfer-learning;[0.1];1.00E-05;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon1_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;False;False;False;cuda:1;23.65785217;99.11859131;100;2.91589106;59;1810.394083
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.0001;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon1_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;False;True;False;cuda:1;99.26882935;71.58453369;59;0.029407247;67;3929.862805
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.0001;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon1_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;False;False;False;cuda:1;65.01402283;40.72515869;51;1.026338779;37;1315.516449
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.001;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon1_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;False;True;False;cuda:1;99.50921631;56.640625;46;0.020720852;21;1738.373122
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.001;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon1_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;False;False;False;cuda:1;72.90665436;40.75520706;51;0.803163241;49;1592.434694
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.01;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon1_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;False;True;False;cuda:1;99.64943695;21.90504837;6;0.019350737;23;1975.902734
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.01;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon1_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;False;False;False;cuda:1;77.93469238;40.75520706;50;0.701333017;55;1762.631095
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.1;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon1_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;False;True;False;cuda:1;99.5993576;16.796875;3;0.015823798;22;1940.415747
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.1;0.1;64;32;200;20;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon1_SGD_MultiStepLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;False;False;False;cuda:1;79.18669891;40.84535217;50;0.681177283;28;1143.354511mnist;10;simplenet_mnist;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.0001_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:3;96.43429565429688;94.08052825927734;100.0;0.12383740493446908;60;2304.686047554016
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.0001_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:3;99.61939239501953;26.021635055541992;13.0;0.017056951744942574;20;2282.195587158203
mnist;10;simplenet_mnist;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.001_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:3;97.08533477783203;93.49959564208984;97.0;0.08753648378275415;90;2286.9160244464874
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.001_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:3;99.66947174072266;24.068510055541992;11.0;0.017275361247205485;60;2280.9770131111145
mnist;10;simplenet_mnist;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.01_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:3;97.77644348144531;90.02404022216797;100.0;0.07532901933757208;59;2296.1691274642944
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.01_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:3;99.67948913574219;20.993589401245117;9.0;0.011162945573839048;44;2325.013440132141
mnist;10;simplenet_mnist;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.1_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:3;97.41586303710938;89.62339782714844;94.0;0.09547355633869928;84;2324.8872780799866
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.1_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:3;99.51923370361328;27.423877716064453;15.0;0.013604206581329626;20;2317.5778827667236
mnist;10;simplenet_mnist;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:3;96.76482391357422;91.0556869506836;96.0;0.09595693523685138;73;2330.9856719970703
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:3;99.33894348144531;49.75961685180664;19.0;0.02283729567450361;2;2313.9509677886963
mnist;10;simplenet_mnist;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon1_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:3;97.60617065429688;89.30288696289062;91.0;0.08362065426885121;70;2322.464602947235
mnist;10;simplenet_mnist;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_simplenet_mnist_SGD_MultiStepLR_augmented_50_size100_epsilon1_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:3;99.68950653076172;22.696313858032227;11.0;0.011324275837039514;42;2281.4222939014435
mnist;10;lenet1;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;ADAM;MultiStepLR;100;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.0001_ADAM_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:3;87.9306869506836;57.43189239501953;46.0;0.4343756465341455;95;668.1035234928131
mnist;10;lenet1;transfer-learning;[0.1];0.01;0.1;64;32;100;100;ADAM;MultiStepLR;100;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.0001_ADAM_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:3;98.77804565429688;15.665063858032227;11.0;0.055319847829479685;2;663.8050036430359
mnist;10;lenet1;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;ADAM;MultiStepLR;100;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.001_ADAM_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:3;87.48998260498047;57.45192337036133;54.0;0.4936885653484252;79;675.280356168747
mnist;10;lenet1;transfer-learning;[0.1];0.01;0.1;64;32;100;100;ADAM;MultiStepLR;100;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.001_ADAM_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:3;98.44751739501953;16.215946197509766;12.0;0.05268531144278685;1;666.0332734584808
mnist;10;lenet1;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;ADAM;MultiStepLR;100;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.01_ADAM_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:3;88.96234130859375;63.31129837036133;43.0;0.3710990614628279;99;671.2462494373322
mnist;10;lenet1;transfer-learning;[0.1];0.01;0.1;64;32;100;100;ADAM;MultiStepLR;100;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.01_ADAM_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:3;98.35736846923828;15.855368614196777;9.0;0.06197311390712056;2;665.9712069034576
mnist;10;lenet1;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;ADAM;MultiStepLR;100;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.1_ADAM_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:3;89.97396087646484;60.37660217285156;59.0;0.3826684997447075;98;660.1975650787354
mnist;10;lenet1;transfer-learning;[0.1];0.01;0.1;64;32;100;100;ADAM;MultiStepLR;100;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.1_ADAM_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:3;98.05689239501953;16.596553802490234;15.0;0.06905096260234914;6;665.2778761386871
mnist;10;lenet1;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;ADAM;MultiStepLR;100;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.5_ADAM_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:3;90.09415435791016;71.41426086425781;74.0;0.3422929981062489;92;671.7424120903015
mnist;10;lenet1;transfer-learning;[0.1];0.01;0.1;64;32;100;100;ADAM;MultiStepLR;100;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon0.5_ADAM_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:3;98.10697174072266;15.204326629638672;9.0;0.06148987856032627;4;670.5320017337799
mnist;10;lenet1;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;ADAM;MultiStepLR;100;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon1_ADAM_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:3;91.29607391357422;73.8681869506836;63.0;0.2865703133565764;98;661.3095009326935
mnist;10;lenet1;transfer-learning;[0.1];0.01;0.1;64;32;100;100;ADAM;MultiStepLR;100;wm_frontier_lenet1_ADAM_MultiStepLR_augmented_100_size100_epsilon1_ADAM_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:3;98.37740325927734;18.960336685180664;15.0;0.07076044529250833;1;663.5521230697632
mnist;10;lenet3;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.0001_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:3;93.7099380493164;64.19271087646484;51.0;0.19034604291601848;97;676.5348689556122
mnist;10;lenet3;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.0001_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:3;99.13861846923828;14.893830299377441;8.0;0.02485549188768541;32;674.2700409889221
mnist;10;lenet3;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.001_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:3;92.28765869140625;72.4559326171875;66.0;0.25038693224390346;91;665.3659315109253
mnist;10;lenet3;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.001_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:3;99.12860870361328;15.574919700622559;7.0;0.023804162399873378;21;669.6699171066284
mnist;10;lenet3;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.01_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:3;92.69831848144531;74.96995544433594;53.0;0.24821706320489606;99;662.8644235134125
mnist;10;lenet3;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.01_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:3;99.1786880493164;14.342948913574219;7.0;0.03188600612667224;24;672.8941690921783
mnist;10;lenet3;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.1_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:3;92.7684326171875;83.62379455566406;74.0;0.2333722562398962;98;668.1504440307617
mnist;10;lenet3;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.1_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:3;99.19871520996094;15.735176086425781;12.0;0.02577564979215548;22;676.1111176013947
mnist;10;lenet3;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:3;93.40945434570312;83.3633804321289;37.0;0.2297551662370723;78;675.8901517391205
mnist;10;lenet3;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:3;99.1786880493164;14.973958015441895;12.0;0.03424833762498262;28;669.2858130931854
mnist;10;lenet3;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon1_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:3;93.72996520996094;87.57011413574219;51.0;0.2298543768864806;85;662.4658772945404
mnist;10;lenet3;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet3_SGD_MultiStepLR_augmented_100_size100_epsilon1_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:3;99.23878479003906;14.753605842590332;9.0;0.033695542103340546;28;667.5357828140259
mnist;10;lenet5;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.0001_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:3;94.43109130859375;65.94551086425781;45.0;0.1916567290061584;91;695.4553594589233
mnist;10;lenet5;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.0001_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:3;98.99839782714844;13.98237133026123;7.0;0.03717807609173569;21;697.0299980640411
mnist;10;lenet5;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.001_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:3;94.94190979003906;53.39543151855469;40.0;0.16869636340647615;79;698.4197223186493
mnist;10;lenet5;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.001_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:3;99.22876739501953;15.264423370361328;8.0;0.025450936068751928;24;702.0575757026672
mnist;10;lenet5;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.01_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:3;94.85176086425781;71.53445434570312;65.0;0.17294754925113853;90;700.5111544132233
mnist;10;lenet5;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.01_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:3;98.96834564208984;15.554887771606445;7.0;0.03393187504436981;9;698.8881685733795
mnist;10;lenet5;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.1_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:3;94.45111846923828;75.15023803710938;55.0;0.1918702384316793;94;697.5415756702423
mnist;10;lenet5;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.1_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:3;99.15865325927734;17.137420654296875;8.0;0.029696597522738018;25;693.2395839691162
mnist;10;lenet5;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:3;94.44110870361328;81.65064239501953;58.0;0.1714247308511247;98;700.3005995750427
mnist;10;lenet5;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon0.5_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:3;98.9883804321289;17.117387771606445;10.0;0.030819852796216716;8;712.0064098834991
mnist;10;lenet5;transfer-learning;[0.1];1e-05;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon1_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:3;94.3709945678711;83.85416412353516;57.0;0.1962361595323009;88;703.6770596504211
mnist;10;lenet5;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;MultiStepLR;100;wm_frontier_lenet5_SGD_MultiStepLR_augmented_100_size100_epsilon1_SGD_MultiStepLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:3;99.07852935791016;16.53645896911621;5.0;0.021680577539980303;23;705.5830051898956
cifar10;10;densenet;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:1;79.78765869140625;91.27603912353516;82.0;0.6071264270024422;41;8951.098798036575
cifar10;10;densenet;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:1;76.14183044433594;87.36978912353516;5.0;0.6673404574394226;20;8876.172968149185
cifar10;10;densenet;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:1;78.79607391357422;90.90544891357422;89.0;0.5920148510963489;32;8821.854825019836
cifar10;10;densenet;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:1;76.41226196289062;86.82892608642578;11.0;0.6917595752538779;19;8807.989124298096
