cifar10;10;densenet;True;ExponentialWeighting;;True;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_100;100;0.05;pretrained;train_model_NEW_densenet_64_200_earlypatience_40_sgd_cosine;0.1;100;6;200;24;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:1;;[20, 100, 500];save_results_exponential_new_cifar10.csv;91,597;100;True;0;43;0.273144594;175;0;17792.02857
cifar10;10;densenet;True;ExponentialWeighting;;True;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_500;500;0.05;pretrained;train_model_NEW_densenet_64_200_earlypatience_40_sgd_cosine;0.1;100;6;200;24;64;32;0.1;0.1;SGD;CosineAnnealingLR;100;cuda:1;;[500];save_results_exponential_new_cifar10.csv;90,325;100;True;0;233;0.278204987;159;0;18672.28009
cifar10;10;resnet18;True;ExponentialWeighting;;False;wm_exponential_exponential_new_resnet18_200_SGD_CosineAnnealingLR_20;20;0.05;pretrained;train_model_resnet18_64_200_earlystopping_sgd_cosine;0.1;100;6;200;24;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:3;;[20, 100, 500];save_results_exponential_new_cifar10_resnet18.csv;94,601;100;True;0;7;0.217455522;198;0;8432.409292
cifar10;10;resnet18;True;ExponentialWeighting;;False;wm_exponential_exponential_new_resnet18_200_SGD_CosineAnnealingLR_100;100;0.05;pretrained;train_model_resnet18_64_200_earlystopping_sgd_cosine;0.1;100;6;200;24;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:3;;[20, 100, 500];save_results_exponential_new_cifar10_resnet18.csv;94,331;100;True;0;43;0.232696343;190;0;8671.087484
cifar10;10;resnet18;True;ExponentialWeighting;;False;wm_exponential_exponential_new_resnet18_200_SGD_CosineAnnealingLR_500;500;0.05;pretrained;train_model_resnet18_64_200_earlystopping_sgd_cosine;0.1;100;6;200;24;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:3;;[20, 100, 500];save_results_exponential_new_cifar10_resnet18.csv;94,391;100;True;0;233;0.254389649;194;0;9155.138155
cifar10;10;resnet34;True;ExponentialWeighting;;False;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_20;20;0.05;pretrained;train_model_resnet34_64_200_earlystopping_sgd_cosine;0.1;100;6;200;24;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:3;;[20, 100, 500];save_results_exponential_new_cifar10_resnet34.csv;94,762;100;True;0;7;0.208798446;184;0;18830.87626
cifar10;10;resnet34;True;ExponentialWeighting;;False;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_100;100;0.05;pretrained;train_model_resnet34_64_200_earlystopping_sgd_cosine;0.1;100;6;200;24;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:3;;[20, 100, 500];save_results_exponential_new_cifar10_resnet34.csv;94,972;100;True;0;43;0.216146242;196;0;14077.36803
cifar10;10;resnet34;True;ExponentialWeighting;;False;wm_exponential_exponential_new_resnet34_200_SGD_CosineAnnealingLR_500;500;0.05;pretrained;train_model_resnet34_64_200_earlystopping_sgd_cosine;0.1;100;6;200;24;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:3;;[20, 100, 500];save_results_exponential_new_cifar10_resnet34.csv;94,962;100;True;0;233;0.23944726;194;0;14837.96869
cifar10;10;resnet50;True;ExponentialWeighting;;False;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_20;20;0.05;pretrained;train_model_resnet50_64_200_earlystopping_sgd_cosine;0.1;100;6;200;24;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:2;;[20, 100, 500];save_results_exponential_new_cifar10_resnet50.csv;94,251;100;True;0;7;0.256462321;196;0;20064.39526
cifar10;10;resnet50;True;ExponentialWeighting;;False;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;100;0.05;pretrained;train_model_resnet50_64_200_earlystopping_sgd_cosine;0.1;100;6;200;24;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:2;;[20, 100, 500];save_results_exponential_new_cifar10_resnet50.csv;94,071;100;True;0;43;0.244188976;198;0;20745.63957
cifar10;10;resnet50;True;ExponentialWeighting;;False;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;500;0.05;pretrained;train_model_resnet50_64_200_earlystopping_sgd_cosine;0.1;100;6;200;24;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:2;;[20, 100, 500];save_results_exponential_new_cifar10_resnet50.csv;93,96;100;True;0;233;0.236735224;190;0;22016.84258
