ProtectingIPP;content;cifar10;densenet;5.423417568
ProtectingIPP;content;mnist;densenet;4.843657255
ProtectingIPP;noise;cifar10;densenet;4.510953903
ProtectingIPP;noise;mnist;densenet;3.66836524
ProtectingIPP;unrelated;cifar10;densenet;3.490976334
ProtectingIPP;unrelated;mnist;densenet;4.581340075
EvolutionaryGen;key;mnist;simplenet_mnist;247.59332370758057
EvolutionaryGen;key;cifar10;resnet18;373.3637464046478
EvolutionaryGen;key;mnist;simplenet_mnist;254.86055612564087
EvolutionaryGen;key;cifar10;resnet18;369.47339701652527
EvolutionaryGen;key;mnist;simplenet_mnist;258.262327671051
EvolutionaryGen;logo;cifar10;resnet18;370.1593060493469
EvolutionaryGen;logo;mnist;simplenet_mnist;248.1425919532776
EvolutionaryGen;key;cifar10;densenet;1011.8259789943695
EvolutionaryGen;key;cifar10;resnet34;548.4087839126587
EvolutionaryGen;key;cifar10;resnet50;608.6206221580505
EvolutionaryGen;key;mnist;lenet1;106.64968609809875
EvolutionaryGen;key;mnist;lenet3;111.17985439300537
EvolutionaryGen;key;mnist;lenet5;112.87051963806152
EvolutionaryGen;logo;cifar10;densenet;1083.1187057495117
EvolutionaryGen;logo;cifar10;resnet34;576.0741827487946
EvolutionaryGen;logo;cifar10;resnet50;596.1855804920197
EvolutionaryGen;logo;mnist;lenet1;108.1187915802002
EvolutionaryGen;logo;mnist;lenet3;108.05191493034363
EvolutionaryGen;logo;mnist;lenet5;110.95142984390259
EvolutionaryGen;key;cifar10;resnet18;397.41134762763977
EvolutionaryGen;logo;cifar10;resnet18;361.0480773448944
EvolutionaryGen;key;cifar10;resnet18;375.13091349601746
EvolutionaryGen;logo;cifar10;resnet18;364.22247290611267
EvolutionaryGen;key;cifar10;resnet18;372.6921503543854
EvolutionaryGen;logo;cifar10;resnet18;365.07311367988586
ExponentialWeighting;;cifar10;densenet;3.186056613922119
ExponentialWeighting;;cifar10;densenet;3.3031227588653564
ExponentialWeighting;;mnist;densenet;2.0545456409454346
ExponentialWeighting;;mnist;densenet;1.9614360332489014
ExponentialWeighting;;cifar10;densenet;3.248868703842163
EvolutionaryGen;key;cifar10;densenet;2561.823751449585
EvolutionaryGen;key;mnist;lenet1;350.53944516181946
EvolutionaryGen;key;cifar10;densenet;2728.769520998001
EvolutionaryGen;key;mnist;lenet1;320.25145649909973
EvolutionaryGen;logo;cifar10;densenet;2696.738358736038
EvolutionaryGen;logo;mnist;lenet1;299.71290278434753
EvolutionaryGen;key;cifar10;densenet;2443.8570170402527
EvolutionaryGen;logo;cifar10;densenet;2447.118712902069
FrontierStitching;;cifar10;densenet;294.9126126766205
FrontierStitching;;cifar10;densenet;287.04559087753296
FrontierStitching;;cifar10;densenet;286.19016456604004
FrontierStitching;;cifar10;densenet;298.56159949302673
FrontierStitching;;cifar10;densenet;298.10421538352966
FrontierStitching;;cifar10;resnet18;72.26375389099121
FrontierStitching;;cifar10;resnet18;72.12848901748657
FrontierStitching;;cifar10;resnet18;72.8645715713501
FrontierStitching;;cifar10;resnet18;72.64603090286255
FrontierStitching;;cifar10;resnet18;73.3078818321228
FrontierStitching;;cifar10;resnet34;128.08822917938232
