dataset;num_classes;arch;attack_type;pruning_rate;;batch_size;wm_batch_size;;trg_set_size;;save_file;wm_type;method;cuda;test_acc;wm_acc;attack_time
mnist;10;simplenet_mnist;pruning;0.7;0.1;64;32;1;24;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.52924347;100;0.081730366
mnist;10;simplenet_mnist;pruning;0.8;0.1;64;32;1;24;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;92.89863586;95.83333588;0.076969624
mnist;10;simplenet_mnist;pruning;0.9;0.1;64;32;1;24;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;9.745593071;8.333333015;0.077292204
mnist;10;simplenet_mnist;pruning;0.1;0.1;64;32;1;120;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.56931305;100;0.073239565
mnist;10;simplenet_mnist;pruning;0.2;0.1;64;32;1;120;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.56931305;100;0.075373888
mnist;10;simplenet_mnist;pruning;0.3;0.1;64;32;1;120;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.56931305;100;0.070301294
mnist;10;simplenet_mnist;pruning;0.4;0.1;64;32;1;120;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.56931305;100;0.076089621
mnist;10;simplenet_mnist;pruning;0.5;0.1;64;32;1;120;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.55929565;100;0.08100915
mnist;10;simplenet_mnist;pruning;0.6;0.1;64;32;1;120;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.53926086;100;0.072996378
mnist;10;simplenet_mnist;pruning;0.7;0.1;64;32;1;120;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.50921631;100;0.07885766
mnist;10;simplenet_mnist;pruning;0.8;0.1;64;32;1;120;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.49599457;100;0.077039957
mnist;10;simplenet_mnist;pruning;0.9;0.1;64;32;1;120;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;11.34815693;10;0.080392838
mnist;10;simplenet_mnist;pruning;0.1;0.1;64;32;1;600;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.49919891;100;0.074071407
mnist;10;simplenet_mnist;pruning;0.2;0.1;64;32;1;600;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.49919891;100;0.069474459
mnist;10;simplenet_mnist;pruning;0.3;0.1;64;32;1;600;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.49919891;100;0.07234478
mnist;10;simplenet_mnist;pruning;0.4;0.1;64;32;1;600;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.49919891;100;0.071400881
mnist;10;simplenet_mnist;pruning;0.5;0.1;64;32;1;600;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.48918152;100;0.078146935
mnist;10;simplenet_mnist;pruning;0.6;0.1;64;32;1;600;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.50921631;100;0.072987556
mnist;10;simplenet_mnist;pruning;0.7;0.1;64;32;1;600;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;99.41906738;100;0.077426434
mnist;10;simplenet_mnist;pruning;0.8;0.1;64;32;1;600;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.29566956;100;0.084876299
mnist;10;simplenet_mnist;pruning;0.9;0.1;64;32;1;600;wm_protecting_noise_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;11.34815693;10.16666698;0.079964876
mnist;10;lenet1;pruning;0.1;0.1;64;32;1;24;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.8381424;100;0.004064798
mnist;10;lenet1;pruning;0.2;0.1;64;32;1;24;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.75801086;100;0.00379467
mnist;10;lenet1;pruning;0.3;0.1;64;32;1;24;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.8381424;100;0.003387928
mnist;10;lenet1;pruning;0.4;0.1;64;32;1;24;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.4375;100;0.003852367
mnist;10;lenet1;pruning;0.5;0.1;64;32;1;24;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.61618805;91.66666412;0.004067659
mnist;10;lenet1;pruning;0.6;0.1;64;32;1;24;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.60617065;100;0.004160881
mnist;10;lenet1;pruning;0.7;0.1;64;32;1;24;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;93.90023804;100;0.004015446
mnist;10;lenet1;pruning;0.8;0.1;64;32;1;24;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;72.41586304;62.5;0.003914595
mnist;10;lenet1;pruning;0.9;0.1;64;32;1;24;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;49.44911957;16.66666603;0.004017591
mnist;10;lenet3;pruning;0.1;0.1;64;32;1;24;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.60777283;100;0.005164623
mnist;10;lenet3;pruning;0.2;0.1;64;32;1;24;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.58773804;100;0.004428625
mnist;10;lenet3;pruning;0.3;0.1;64;32;1;24;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.58773804;100;0.004668474
mnist;10;lenet3;pruning;0.4;0.1;64;32;1;24;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.61779022;100;0.004967928
mnist;10;lenet3;pruning;0.5;0.1;64;32;1;24;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.46754456;100;0.004979372
mnist;10;lenet3;pruning;0.6;0.1;64;32;1;24;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.24719238;100;0.00924325
mnist;10;lenet3;pruning;0.7;0.1;64;32;1;24;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.046875;100;0.004992962
mnist;10;lenet3;pruning;0.8;0.1;64;32;1;24;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.07531738;100;0.004747152
mnist;10;lenet3;pruning;0.9;0.1;64;32;1;24;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;89.94390869;75;0.004709482
mnist;10;lenet5;pruning;0.1;0.1;64;32;1;24;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.47756195;100;0.004845381
mnist;10;lenet5;pruning;0.2;0.1;64;32;1;24;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.4375;100;0.005573511
mnist;10;lenet5;pruning;0.3;0.1;64;32;1;24;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.33734131;100;0.005437136
mnist;10;lenet5;pruning;0.4;0.1;64;32;1;24;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.25720978;100;0.005298615
mnist;10;lenet5;pruning;0.5;0.1;64;32;1;24;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.20713043;100;0.005093336
mnist;10;lenet5;pruning;0.6;0.1;64;32;1;24;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.0368576;100;0.007403135
mnist;10;lenet5;pruning;0.7;0.1;64;32;1;24;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.9567337;100;0.006101608
mnist;10;lenet5;pruning;0.8;0.1;64;32;1;24;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.33573914;100;0.005948305
mnist;10;lenet5;pruning;0.9;0.1;64;32;1;24;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;87.56009674;45.83333206;0.005877018
mnist;10;lenet1;pruning;0.1;0.1;64;32;1;120;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.77804565;100;0.003839254
mnist;10;lenet1;pruning;0.2;0.1;64;32;1;120;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.76802826;100;0.004056215
mnist;10;lenet1;pruning;0.3;0.1;64;32;1;120;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.63781738;100;0.004008293
mnist;10;lenet1;pruning;0.4;0.1;64;32;1;120;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.57772064;100;0.003696203
mnist;10;lenet1;pruning;0.5;0.1;64;32;1;120;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.6462326;87.5;0.00357914
mnist;10;lenet1;pruning;0.6;0.1;64;32;1;120;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;96.7848587;76.66666412;0.003610849
mnist;10;lenet1;pruning;0.7;0.1;64;32;1;120;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;95.59294891;63.33333206;0.003623962
mnist;10;lenet1;pruning;0.8;0.1;64;32;1;120;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;81.01963043;44.16666794;0.003504038
mnist;10;lenet1;pruning;0.9;0.1;64;32;1;120;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;34.62540054;19.16666603;0.004556656
mnist;10;lenet3;pruning;0.1;0.1;64;32;1;120;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.54767609;100;0.005302191
mnist;10;lenet3;pruning;0.2;0.1;64;32;1;120;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.47756195;100;0.005037785
mnist;10;lenet3;pruning;0.3;0.1;64;32;1;120;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.49759674;100;0.004966259
mnist;10;lenet3;pruning;0.4;0.1;64;32;1;120;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.4375;100;0.004921675
mnist;10;lenet3;pruning;0.5;0.1;64;32;1;120;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.4375;100;0.005337
mnist;10;lenet3;pruning;0.6;0.1;64;32;1;120;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.16706848;100;0.004885674
mnist;10;lenet3;pruning;0.7;0.1;64;32;1;120;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.69631195;100;0.004742146
mnist;10;lenet3;pruning;0.8;0.1;64;32;1;120;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.02523804;98.33333588;0.005061626
mnist;10;lenet3;pruning;0.9;0.1;64;32;1;120;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;94.00040436;60.83333206;0.004647255
mnist;10;lenet5;pruning;0.1;0.1;64;32;1;120;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.4475174;100;0.004931927
mnist;10;lenet5;pruning;0.2;0.1;64;32;1;120;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.39743805;100;0.004931211
mnist;10;lenet5;pruning;0.3;0.1;64;32;1;120;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.40745544;100;0.005021095
mnist;10;lenet5;pruning;0.4;0.1;64;32;1;120;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.4475174;100;0.004805803
mnist;10;lenet5;pruning;0.5;0.1;64;32;1;120;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.0368576;100;0.011536837
mnist;10;lenet5;pruning;0.6;0.1;64;32;1;120;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.6662674;96.66666412;0.005879164
mnist;10;lenet5;pruning;0.7;0.1;64;32;1;120;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.50601196;91.66666412;0.006066561
mnist;10;lenet5;pruning;0.8;0.1;64;32;1;120;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;93.52964783;53.33333206;0.00643301
mnist;10;lenet5;pruning;0.9;0.1;64;32;1;120;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_120;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;79.10656738;34.16666794;0.009365797
mnist;10;lenet1;pruning;0.1;0.1;64;32;1;600;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.4274826;100;0.003794909
mnist;10;lenet1;pruning;0.2;0.1;64;32;1;600;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.20713043;100;0.004276037
mnist;10;lenet1;pruning;0.3;0.1;64;32;1;600;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.0568924;100;0.003864765
mnist;10;lenet1;pruning;0.4;0.1;64;32;1;600;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.85656738;89;0.003831863
mnist;10;lenet1;pruning;0.5;0.1;64;32;1;600;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.32572174;64.16666412;0.003720284
mnist;10;lenet1;pruning;0.6;0.1;64;32;1;600;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;96.05368805;53.5;0.003992796
mnist;10;lenet1;pruning;0.7;0.1;64;32;1;600;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;86.48838043;40.66666794;0.003439903
mnist;10;lenet1;pruning;0.8;0.1;64;32;1;600;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;44.71154022;34.83333206;0.003848553
mnist;10;lenet1;pruning;0.9;0.1;64;32;1;600;wm_protecting_noise_lenet1_48_ADAM_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;25.9715538;15.33333302;0.00372076
mnist;10;lenet3;pruning;0.1;0.1;64;32;1;600;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.57772064;100;0.00479722
mnist;10;lenet3;pruning;0.2;0.1;64;32;1;600;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.60777283;100;0.005018234
mnist;10;lenet3;pruning;0.3;0.1;64;32;1;600;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.47756195;100;0.004820108
mnist;10;lenet3;pruning;0.4;0.1;64;32;1;600;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.41746521;100;0.004843473
mnist;10;lenet3;pruning;0.5;0.1;64;32;1;600;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.27724457;100;0.005137444
mnist;10;lenet3;pruning;0.6;0.1;64;32;1;600;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;97.39583588;89.66666412;0.004853249
mnist;10;lenet3;pruning;0.7;0.1;64;32;1;600;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;96.61458588;72.33333588;0.004844427
mnist;10;lenet3;pruning;0.8;0.1;64;32;1;600;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;89.80368805;52.33333206;0.005606651
mnist;10;lenet3;pruning;0.9;0.1;64;32;1;600;wm_protecting_noise_lenet3_55_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;64.1526413;20.16666603;0.005220175
mnist;10;lenet5;pruning;0.1;0.1;64;32;1;600;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.48757935;100;0.005645275
mnist;10;lenet5;pruning;0.2;0.1;64;32;1;600;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.51763153;100;0.00565815
mnist;10;lenet5;pruning;0.3;0.1;64;32;1;600;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.4475174;100;0.005806923
mnist;10;lenet5;pruning;0.4;0.1;64;32;1;600;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.20713043;100;0.005087137
mnist;10;lenet5;pruning;0.5;0.1;64;32;1;600;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.32732391;100;0.006131887
mnist;10;lenet5;pruning;0.6;0.1;64;32;1;600;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;98.10697174;98.16666412;0.006254196
mnist;10;lenet5;pruning;0.7;0.1;64;32;1;600;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;96.7848587;84;0.005991459
mnist;10;lenet5;pruning;0.8;0.1;64;32;1;600;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;92.20753479;62.16666794;0.00641489
mnist;10;lenet5;pruning;0.9;0.1;64;32;1;600;wm_protecting_noise_lenet5_42_SGD_MultiStepLR_600;save_results_attacks.csv;noise;ProtectingIPP;cuda:0;76.59254456;25;0.005833626
