dataset;num_classes;arch;attack_type;pruning_rates;;;batch_size;wm_batch_size;;;optim;sched;;;save_file;;method;eps;;;;;cuda;pruning_rate;test_acc;wm_acc;attack_time
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;;;;False;cuda:1;0.7;91.08573914;100;0.08040905
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;;;;False;cuda:1;0.8;91.08573914;100;0.070480347
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;;;;False;cuda:1;0.9;90.42468262;99;0.075710297
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.0001;;;;False;cuda:1;0.1;94.1306076;100;0.142528296
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.0001;;;;False;cuda:1;0.2;94.1306076;100;0.111872911
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.0001;;;;False;cuda:1;0.3;94.1306076;100;0.107168436
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.0001;;;;False;cuda:1;0.4;94.1306076;100;0.104017496
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.0001;;;;False;cuda:1;0.5;94.140625;100;0.116832018
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.0001;;;;False;cuda:1;0.6;94.20072174;100;0.120124578
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.0001;;;;False;cuda:1;0.7;93.97035217;100;0.118448973
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.0001;;;;False;cuda:1;0.8;93.24919891;100;0.126113415
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.0001;;;;False;cuda:1;0.9;51.30208206;32;0.127966642
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.001;;;;False;cuda:1;0.1;94.70152283;100;0.135286808
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.001;;;;False;cuda:1;0.2;94.70152283;100;0.103562117
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.001;;;;False;cuda:1;0.3;94.70152283;100;0.110926628
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.001;;;;False;cuda:1;0.4;94.70152283;100;0.110795259
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.001;;;;False;cuda:1;0.5;94.70152283;100;0.117670774
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.001;;;;False;cuda:1;0.6;94.75160217;100;0.115154743
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.001;;;;False;cuda:1;0.7;94.68148804;100;0.120957851
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.001;;;;False;cuda:1;0.8;94.22075653;100;0.12819314
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.001;;;;False;cuda:1;0.9;83.61378479;88;0.125009775
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.01;;;;False;cuda:1;0.1;94.5412674;100;0.142267227
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.01;;;;False;cuda:1;0.2;94.5412674;100;0.116080046
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.01;;;;False;cuda:1;0.3;94.5412674;100;0.111045837
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.01;;;;False;cuda:1;0.4;94.5412674;100;0.112477541
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.01;;;;False;cuda:1;0.5;94.5412674;100;0.115820408
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.01;;;;False;cuda:1;0.6;94.57131195;100;0.118489265
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.01;;;;False;cuda:1;0.7;94.61138153;100;0.130469799
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.01;;;;False;cuda:1;0.8;94.25080109;100;0.132832289
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.01;;;;False;cuda:1;0.9;79.62740326;74;0.137588501
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.1;;;;False;cuda:1;0.1;94.81169891;100;0.142701626
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.1;;;;False;cuda:1;0.2;94.81169891;100;0.137767792
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.1;;;;False;cuda:1;0.3;94.81169891;100;0.108657837
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.1;;;;False;cuda:1;0.4;94.81169891;100;0.107158184
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.1;;;;False;cuda:1;0.5;94.81169891;100;0.120702267
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.1;;;;False;cuda:1;0.6;94.77163696;100;0.12115097
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.1;;;;False;cuda:1;0.7;94.75160217;100;0.120355606
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.1;;;;False;cuda:1;0.8;94.1306076;100;0.128617525
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.1;;;;False;cuda:1;0.9;68.28926086;76;0.126012087
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.1;94.5412674;100;0.136043787
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.2;94.5412674;100;0.108533382
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.3;94.5412674;100;0.107095718
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.4;94.5412674;100;0.116351366
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.5;94.5412674;100;0.10305047
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.6;94.53125;100;0.116318464
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.7;94.55128479;100;0.124315977
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.8;94.20072174;100;0.115949631
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.9;62.20953369;73;0.113372803
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;;;;False;cuda:1;0.1;94.70152283;100;0.142136097
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;;;;False;cuda:1;0.2;94.70152283;100;0.10601902
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;;;;False;cuda:1;0.3;94.70152283;100;0.108206272
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;;;;False;cuda:1;0.4;94.70152283;100;0.116619587
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;;;;False;cuda:1;0.5;94.70152283;100;0.121197701
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;;;;False;cuda:1;0.6;94.73156738;100;0.125212193
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;;;;False;cuda:1;0.7;94.71154022;100;0.124953032
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;;;;False;cuda:1;0.8;94.4411087;100;0.119608641
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.5;;;;False;cuda:1;0.9;83.08293152;86;0.12678504
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;;;;False;cuda:1;0.1;94.24078369;100;0.141147614
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;;;;False;cuda:1;0.2;94.24078369;100;0.106906652
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;;;;False;cuda:1;0.3;94.24078369;100;0.096756935
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;;;;False;cuda:1;0.4;94.24078369;100;0.11266613
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;;;;False;cuda:1;0.5;94.2307663;100;0.11641407
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;;;;False;cuda:1;0.6;94.20072174;100;0.117001534
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;;;;False;cuda:1;0.7;94.1506424;100;0.115892649
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;;;;False;cuda:1;0.8;93.58974457;100;0.128226995
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;;64;32;1;20;;;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;1;;;;False;cuda:1;0.9;67.8786087;90;0.126529694
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.0001;;False;False;False;cuda:3;0.1;94.70152283;100;0.243172407
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.0001;;False;False;False;cuda:3;0.2;94.70152283;100;0.21711421
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_attacks_frontier.csv;;FrontierStitching;0.0001;;False;False;False;cuda:3;0.3;94.70152283;100;0.21698761
