dataset;num_classes;arch;attack_type;pruning_rates;lr;lr_adj;batch_size;wm_batch_size;num_epochs;patience;optim;sched;trg_set_size;loadmodel;save_file;wm_type;method;eps;pattern_size;;;;cuda;pruning_rate;test_acc;wm_acc;attack_time;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.4;95.06209564;100;0.223694563;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.5;95.06209564;100;0.234328032;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.6;95.03205109;100;0.234568834;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.7;95.00200653;100;0.227314711;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.8;93.98036957;100;0.240343332;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.9;56.67067337;22;0.255313635;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.1;94.75160217;100;0.254549026;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.2;94.75160217;100;0.211732864;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.3;94.75160217;100;0.21461606;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.4;94.75160217;100;0.214001894;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.5;94.77163696;100;0.217067242;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.6;94.73156738;100;0.241838694;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.7;94.63140869;100;0.235734463;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.8;94.21073914;100;0.248379469;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.9;83.37339783;78;0.255999565;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.1;94.9318924;100;0.25961256;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.2;94.9318924;100;0.207847357;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.3;94.921875;100;0.217676163;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.4;94.94190979;100;0.237550974;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.5;94.97195435;100;0.235940456;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.6;95.0120163;100;0.237712383;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.7;94.85176086;100;0.256953239;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.8;94.25080109;100;0.25016737;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet34_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.9;71.29406738;60;0.23831296;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.1;94.47115326;100;0.285351992;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.2;94.47115326;100;0.237580776;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.3;94.47115326;100;0.22019124;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.4;94.47115326;100;0.261258125;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.5;94.46113586;100;0.272559881;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.6;94.48117065;100;0.274342299;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.7;94.5212326;100;0.266939163;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.8;94.01041412;100;0.28128171;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.9;87.38982391;89;0.2669065;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.1;94.39102936;100;0.28077817;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.2;94.39102936;100;0.222576857;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.3;94.39102936;100;0.237065315;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.4;94.39102936;100;0.236078739;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.5;94.40103912;100;0.270377159;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.6;94.43109131;100;0.256328344;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.7;94.35095978;100;0.277800083;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.8;94.10056305;100;0.285577297;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps0.5_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.9;91.1057663;100;0.278878212;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.1;93.99038696;100;0.282238722;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.2;93.99038696;100;0.251315832;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.3;93.99038696;100;0.259568691;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.4;93.99038696;100;0.241729975;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.5;93.99038696;100;0.254894495;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.6;93.97035217;100;0.263620853;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.7;94.00040436;100;0.27584219;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.8;93.75;100;0.265583038;;;;;;;;;;;;;;;;;;;;;;;;;;;
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_resnet50_200_eps1.0_numbits128size100_SGD_CosineAnnealingLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.9;91.56650543;83;0.280865431;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.1;99.63941956;100;0.086386204;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.2;99.63941956;100;0.054767132;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.3;99.63941956;100;0.057552576;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.4;99.63941956;100;0.056617022;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.5;99.65945435;100;0.060999155;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.6;99.65945435;100;0.061083317;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.7;99.67948914;100;0.072279453;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.8;99.609375;100;0.061784029;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.9;48.86819077;47;0.065221786;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_simplenet_mnist_50_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.1;99.54927826;100;0.072073698;;;;;;;;;;;;;;;;;;;;;;;;;;;
