 ;num_classes;arch;attack_type;pruning_rates;lr;;batch_size;wm_batch_size;num_epochs;patience;optimizer;scheduler;trg_set_size;loadmodel;save_file;wm_type;method;;;;;;cuda;pruning_rate;test_acc;wm_acc;attack_time
cifar10;10;resnet18;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet18_192_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.8;23.74799728;98.40000153;0.158195257
cifar10;10;resnet18;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet18_192_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.9;30.32852554;35;0.166949987
cifar10;10;resnet34;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet34_195_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.1;94.921875;100;0.244187355
cifar10;10;resnet34;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet34_195_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.2;94.921875;100;0.250500679
cifar10;10;resnet34;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet34_195_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.3;94.921875;100;0.256933928
cifar10;10;resnet34;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet34_195_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.4;94.90184021;100;0.249894142
cifar10;10;resnet34;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet34_195_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.5;94.921875;100;0.282289028
cifar10;10;resnet34;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet34_195_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.6;94.87179565;100;0.294305801
cifar10;10;resnet34;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet34_195_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.7;94.78165436;100;0.273705482
cifar10;10;resnet34;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet34_195_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.8;94.67147064;92;0.270358086
cifar10;10;resnet34;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet34_195_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.9;88.55168152;11;0.263407946
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;20;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_20;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.1;93.62980652;100;0.266799688
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;20;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_20;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.2;93.62980652;100;0.290809393
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;20;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_20;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.3;93.62980652;100;0.277543545
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;20;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_20;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.4;93.62980652;100;0.320255041
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;20;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_20;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.5;93.63982391;100;0.294121742
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;20;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_20;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.6;93.56970978;100;0.285920382
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;20;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_20;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.7;93.54968262;100;0.275207758
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;20;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_20;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.8;93.12900543;100;0.277795792
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;20;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_20;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.9;86.53845978;50;0.309714079
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;100;wm_protecting_content_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.1;94.28084564;100;0.247015238
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;100;wm_protecting_content_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.2;94.28084564;100;0.207259178
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;100;wm_protecting_content_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.3;94.28084564;100;0.21764946
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;100;wm_protecting_content_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.4;94.28084564;100;0.214441299
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;100;wm_protecting_content_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.5;94.28084564;100;0.243781567
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;100;wm_protecting_content_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.6;94.27083588;100;0.238404751
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;100;wm_protecting_content_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.7;94.21073914;100;0.25861311
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;100;wm_protecting_content_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.8;93.55969238;100;0.257234335
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;100;wm_protecting_content_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.9;87.28966522;93;0.257314205
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.1;94.00040436;100;0.299556732
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.2;94.00040436;100;0.26350975
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.3;94.00040436;100;0.295036554
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.4;93.99038696;100;0.317672014
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.5;93.99038696;100;0.308510065
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.6;94.0504837;100;0.297373295
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.7;93.96033478;100;0.327055216
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.8;93.7399826;100;0.302574635
cifar10;10;resnet50;pruning;;;0.1;64;32;1;;;;500;wm_protecting_content_resnet50_192_SGD_CosineAnnealingLR_500;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.9;89.43309021;94;0.327350855
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;12;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.1;99.66947174;100;0.076854229
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;12;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.2;99.66947174;100;0.063091516
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;12;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.3;99.67948914;100;0.077314615
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;12;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.4;99.67948914;100;0.079457998
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;12;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.5;99.67948914;100;0.079470158
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;12;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.6;99.64943695;100;0.080948114
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;12;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.7;99.52924347;100;0.07753396
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;12;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.8;96.17388153;100;0.075695515
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;12;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_12;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.9;9.745593071;16.66666603;0.083106756
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.1;99.55929565;100;0.074515104
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.2;99.55929565;100;0.069636583
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.3;99.55929565;100;0.074720621
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.4;99.55929565;100;0.076015234
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.5;99.57933044;100;0.083487272
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.6;99.55929565;100;0.078158617
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.7;99.46915436;100;0.082548618
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.8;98.47756195;100;0.079276562
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.9;22.88661766;37.5;0.089840174
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.1;99.53926086;100;0.07096529
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.2;99.53926086;100;0.072587729
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.3;99.53926086;100;0.077759504
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.4;99.53926086;100;0.070938826
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.5;99.54927826;100;0.074446678
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.6;99.46915436;100;0.081600904
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.7;98.046875;100;0.08513546
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.8;41.34615326;88.33333588;0.081936836
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.9;9.745593071;8.333333015;0.078592062
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;600;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.1;99.42908478;100;0.059380293
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;600;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.2;99.42908478;100;0.074667931
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;600;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.3;99.42908478;100;0.075772762
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;600;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.4;99.42908478;100;0.075592279
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;600;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.5;99.45913696;100;0.073160887
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;600;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.6;99.34896088;100;0.089363098
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;600;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.7;98.02684021;100;0.088585854
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;600;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.8;28.59575272;65.83333588;0.078806162
mnist;10;simplenet_mnist;pruning;;;0.1;64;32;1;;;;600;wm_protecting_content_simplenet_mnist_24_SGD_MultiStepLR_600;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.9;11.34815693;10.16666698;0.083166838
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.1;98.76802826;100;0.003396511
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.2;98.64783478;100;0.004041433
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.3;98.41746521;100;0.003759861
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.4;98.25720978;100;0.003587246
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.5;97.10536957;87.5;0.004647732
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.6;92.05728912;62.5;0.003285408
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.7;82.50200653;41.66666794;0.009345531
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.8;75.62099457;20.83333397;0.003823042
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.9;45.73317337;20.83333397;0.003869772
mnist;10;lenet3;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.1;98.51763153;100;0.004584789
mnist;10;lenet3;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.2;98.50761414;100;0.004621506
mnist;10;lenet3;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.3;98.50761414;100;0.00436306
mnist;10;lenet3;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.4;98.51763153;100;0.005398989
mnist;10;lenet3;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.5;98.25720978;100;0.004656792
mnist;10;lenet3;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.6;97.84655762;100;0.004724741
mnist;10;lenet3;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.7;97.48597717;100;0.004676104
mnist;10;lenet3;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.8;96.71474457;87.5;0.004506826
mnist;10;lenet3;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet3_55_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.9;94.43109131;66.66666412;0.005643845
mnist;10;lenet5;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.1;98.53765869;100;0.005424023
mnist;10;lenet5;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.2;98.53765869;100;0.005282164
mnist;10;lenet5;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.3;98.54767609;100;0.005208492
mnist;10;lenet5;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.4;98.45753479;100;0.006067514
mnist;10;lenet5;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.5;98.35736847;100;0.008071661
mnist;10;lenet5;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.6;98.25720978;100;0.005146503
mnist;10;lenet5;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.7;97.1754837;100;0.006451607
mnist;10;lenet5;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.8;95.75320435;83.33333588;0.010974407
mnist;10;lenet5;pruning;;;0.1;64;32;1;;;;24;wm_protecting_content_lenet5_42_SGD_MultiStepLR_24;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.9;74.73958588;54.16666794;0.006655693
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.1;98.3473587;100;0.003068447
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.2;98.32732391;100;0.003394365
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.3;97.79647064;99.16666412;0.009990931
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.4;97.38581848;94.16666412;0.003370285
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.5;95.28245544;69.16666412;0.003385544
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.6;94.19070435;67.5;0.003789663
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.7;85.21634674;52.5;0.003886938
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.8;58.71394348;40.83333206;0.004176855
mnist;10;lenet1;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_lenet1_48_ADAM_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.9;20.01202011;10.83333302;0.003364801
mnist;10;lenet3;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.1;98.31730652;100;0.004869699
mnist;10;lenet3;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.2;98.26722717;100;0.005254745
mnist;10;lenet3;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.3;98.32732391;100;0.004741907
mnist;10;lenet3;pruning;;;0.1;64;32;1;;;;120;wm_protecting_content_lenet3_55_SGD_MultiStepLR_120;save_results_attacks.csv;content;ProtectingIP-pattern;;;;;;cuda:0;0.4;98.07691956;100;0.005107641
