 ;num_classes;arch;attack_type;pruning_rates;lr;;batch_size;wm_batch_size;num_epochs;patience;optimizer;scheduler;trg_set_size;loadmodel;save_file;wm_type;method;;;;;;cuda;pruning_rate;test_acc;wm_acc;attack_time
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet18_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.1;94.98197174;100;0.139883518
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet18_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.2;95.0120163;100;0.12630415
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet18_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.3;94.96193695;100;0.127124548
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet18_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.4;94.96193695;100;0.114293098
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet18_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.5;94.85176086;100;0.124666452
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet18_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.6;94.75160217;100;0.125267982
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet18_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.7;94.4411087;100;0.129017353
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet18_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.8;92.76843262;100;0.124078512
cifar10;10;resnet18;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet18_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.9;48.34735489;97.80000305;0.125837564
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.1;94.90184021;100;0.253633499
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.2;94.90184021;100;0.191560507
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.3;94.90184021;100;0.20798254
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.4;94.90184021;100;0.232424736
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.5;94.9118576;100;0.234266281
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.6;94.90184021;100;0.223830938
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.7;94.9318924;100;0.236647129
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.8;94.65144348;100;0.240836143
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.9;92.01722717;100;0.232464075
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.1;95.07211304;100;0.255371332
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.2;95.07211304;100;0.198412657
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.3;95.07211304;100;0.217722893
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.4;95.06209564;100;0.222218752
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.5;95.06209564;100;0.231037378
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.6;95.02203369;100;0.23343277
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.7;94.86177826;100;0.229698658
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.8;94.11058044;100;0.226733923
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.9;88.7620163;100;0.237627268
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.1;94.96193695;100;0.236907721
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.2;94.96193695;100;0.200860977
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.3;94.96193695;100;0.228996992
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.4;94.94190979;100;0.221901655
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.5;94.95191956;100;0.22130394
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.6;94.95191956;100;0.227267265
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.7;94.82171631;100;0.233433962
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.8;94.64142609;100;0.246656179
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet34_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.9;89.02243805;100;0.248338223
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.1;94.63140869;100;0.252807617
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.2;94.63140869;100;0.219371796
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.3;94.63140869;100;0.22708416
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.4;94.63140869;100;0.253715992
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.5;94.63140869;100;0.216823816
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.6;94.65144348;100;0.240167618
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.7;94.60136414;100;0.251563072
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.8;94.5212326;100;0.252917528
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;20;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_20;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.9;91.35617065;25;0.265073061
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;PiracyResistant;;128;False;False;False;cuda:0;0.1;93.7600174;100;0.285722733
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;PiracyResistant;;128;False;False;False;cuda:0;0.2;93.7600174;100;0.230816603
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;PiracyResistant;;128;False;False;False;cuda:0;0.3;93.7600174;100;0.231033802
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;PiracyResistant;;128;False;False;False;cuda:0;0.4;93.7600174;100;0.224199295
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;PiracyResistant;;128;False;False;False;cuda:0;0.5;93.7600174;100;0.226085186
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;PiracyResistant;;128;False;False;False;cuda:0;0.6;93.7600174;100;0.248778105
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;PiracyResistant;;128;False;False;False;cuda:0;0.7;93.79006195;100;0.243341923
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;PiracyResistant;;128;False;False;False;cuda:0;0.8;93.69992065;100;0.238782644
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;100;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_100;save_results_pruning_resnet50.csv;;PiracyResistant;;128;False;False;False;cuda:0;0.9;91.71674347;98;0.257697582
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.1;94.11058044;100;0.272965431
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.2;94.11058044;100;0.234280586
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.3;94.11058044;100;0.249692917
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.4;94.11058044;100;0.214772463
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.5;94.11058044;100;0.21437335
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.6;94.09054565;100;0.234056711
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.7;94.00040436;100;0.247010231
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.8;93.93029022;100;0.261898279
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;500;wm_piracy_resnet50_200fixlmbdafixpatternsize_SGD_CosineAnnealingLR_500;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.9;92.38781738;85.19999695;0.243964911
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;12;wm_piracy_simplenet_mnist_50fixlmbdafixpatternsize_SGD_MultiStepLR_12;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.1;99.64943695;100;0.072557449
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;12;wm_piracy_simplenet_mnist_50fixlmbdafixpatternsize_SGD_MultiStepLR_12;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.2;99.64943695;100;0.050127983
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;12;wm_piracy_simplenet_mnist_50fixlmbdafixpatternsize_SGD_MultiStepLR_12;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.3;99.64943695;100;0.049390316
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;12;wm_piracy_simplenet_mnist_50fixlmbdafixpatternsize_SGD_MultiStepLR_12;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.4;99.64943695;100;0.056184292
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;12;wm_piracy_simplenet_mnist_50fixlmbdafixpatternsize_SGD_MultiStepLR_12;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.5;99.65945435;100;0.0602808
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;12;wm_piracy_simplenet_mnist_50fixlmbdafixpatternsize_SGD_MultiStepLR_12;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.6;99.65945435;100;0.054850578
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;12;wm_piracy_simplenet_mnist_50fixlmbdafixpatternsize_SGD_MultiStepLR_12;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.7;99.56931305;100;0.058835745
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;12;wm_piracy_simplenet_mnist_50fixlmbdafixpatternsize_SGD_MultiStepLR_12;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.8;97.87660217;100;0.066333771
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;12;wm_piracy_simplenet_mnist_50fixlmbdafixpatternsize_SGD_MultiStepLR_12;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.9;9.745593071;100;0.062093019
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;24;wm_piracy_simplenet_mnist_50fixlmbdafixpatternsize_SGD_MultiStepLR_24;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.1;99.65945435;100;0.075502634
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;24;wm_piracy_simplenet_mnist_50fixlmbdafixpatternsize_SGD_MultiStepLR_24;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.2;99.65945435;100;0.052827597
mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;;;24;wm_piracy_simplenet_mnist_50fixlmbdafixpatternsize_SGD_MultiStepLR_24;save_results_attacks_piracy.csv;;PiracyResistant;;128;False;False;False;cuda:1;0.3;99.65945435;100;0.053986311
