dataset;num_classes;arch;attack_type;pruning_rates;lr;batch_size;wm_batch_size;num_epochs;patience;;;;trg_set_size;loadmodel;save_file;wm_type;method;;;;;;cuda;pruning_rate;test_acc;wm_acc;attack_time
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_24;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.6;99.2087326;100;0.004335642
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_24;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.7;99.21875;100;0.002293825
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_24;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.8;99.16867065;100;0.002438307
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_24;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.9;98.70793152;100;0.002283812
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.1;98.8381424;100;0.004821777
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.2;98.8381424;100;0.002353191
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.3;98.8381424;100;0.002250433
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.4;98.8381424;100;0.002309084
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.5;98.8381424;100;0.002242088
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.6;98.8381424;100;0.002521276
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.7;98.84815979;100;0.002208471
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.8;98.87820435;100;0.00223279
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.9;98.08693695;95.83333588;0.002300262
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.1;98.63781738;100;0.005126238
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.2;98.63781738;100;0.001896381
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.3;98.63781738;100;0.002012491
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.4;98.63781738;100;0.002021074
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.5;98.63781738;100;0.00188303
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.6;98.63781738;100;0.002274513
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.7;98.61779022;100;0.001964808
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.8;98.51763153;99.83333588;0.002021074
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet3_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new_mnist.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.9;96.17388153;83;0.001998186
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_24;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.1;99.16867065;100;0.006132126
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_24;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.2;99.16867065;100;0.00266242
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_24;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.3;99.16867065;100;0.002681017
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_24;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.4;99.16867065;100;0.00241971
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_24;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.5;99.16867065;100;0.002729654
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_24;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.6;99.15865326;100;0.002552509
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_24;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.7;99.15865326;100;0.002937317
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_24;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.8;99.16867065;100;0.002940178
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;24;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_24;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.9;99.02844238;100;0.006062746
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.1;98.98838043;100;0.004965305
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.2;98.98838043;100;0.002588511
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.3;98.98838043;100;0.002747536
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.4;98.98838043;100;0.002371311
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.5;98.98838043;100;0.00237155
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.6;98.98838043;100;0.002341747
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.7;99.00841522;100;0.002561569
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.8;98.97836304;100;0.002467871
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;120;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_120;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.9;98.25720978;95;0.003010035
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.1;98.85816956;100;0.005151272
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.2;98.85816956;100;0.002553463
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.3;98.85816956;100;0.002644539
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.4;98.85816956;100;0.002337933
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.5;98.85816956;100;0.002444983
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.6;98.85816956;100;0.002532721
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.7;98.80809021;100;0.002587318
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.8;98.8181076;100;0.002471924
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;600;wm_exponential_exponentialnew_lenet5_50_SGD_MultiStepLR_600;save_results_pruning_exponential_new.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.9;94.86177826;75.16666412;0.00282979
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_20.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.1;92.9787674;100;0.084860086
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_20.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.2;92.9787674;100;0.067281485
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_20.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.3;92.9787674;100;0.112684488
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_20.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.4;92.9787674;100;0.067370176
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_20.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.5;92.9787674;100;0.073088408
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_20.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.6;92.9787674;100;0.072695494
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_20.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.7;92.9787674;100;0.085059404
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_20.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.8;92.96875;100;0.124990225
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_20;save_results_pruning_exponential_new_cifar10_20.csv;;ExponentialWeighting;;128;False;False;False;cuda:1;0.9;91.21594238;100;0.071530819
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_100.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.1;91.59655762;100;0.081842899
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_100.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.2;91.59655762;100;0.065857172
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_100.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.3;91.59655762;100;0.138236761
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_100.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.4;91.59655762;100;0.06649375
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_100.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.5;91.59655762;100;0.06662631
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_100.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.6;91.59655762;100;0.070069551
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_100.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.7;91.59655762;100;0.12294054
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_100.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.8;91.59655762;100;0.064123154
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_100.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.9;91.53646088;100;0.067103386
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_500.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.1;90.3245163;100;0.14519453
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_500.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.2;90.3245163;100;0.151527643
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_500.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.3;90.3245163;100;0.113376379
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_500.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.4;90.3245163;100;0.138751507
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_500.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.5;90.3245163;100;0.191272259
cifar10;10;densenet;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponentialnew_densenet_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_500.csv;;ExponentialWeighting;;128;False;False;False;cuda:3;0.6;90.3245163;100;0.144095659
